# ADV_LAMBDAS=[5, 20, 50, 150] CF_LAMBDAS=[50, 200, 500, 1500] (plus lambda=0 as adversary=none)
# PREREG_LAMBDA adv=20 cf=200 (secondary table only)
# 8 datasets x 2 decoders x 5 seeds
model	cond	adv	lam	di	seed	dataset	dec	tag
SCVI	0	reference	5	10	0	sim2	nl	sim2_XZ_nl_uncond_reference_lam5_s0
SCVI	0	reference	20	10	0	sim2	nl	sim2_XZ_nl_uncond_reference_lam20_s0
SCVI	0	reference	50	10	0	sim2	nl	sim2_XZ_nl_uncond_reference_lam50_s0
SCVI	0	reference	150	10	0	sim2	nl	sim2_XZ_nl_uncond_reference_lam150_s0
SCVI	0	pooled	5	10	0	sim2	nl	sim2_XZ_nl_uncond_pooled_lam5_s0
SCVI	0	pooled	20	10	0	sim2	nl	sim2_XZ_nl_uncond_pooled_lam20_s0
SCVI	0	pooled	50	10	0	sim2	nl	sim2_XZ_nl_uncond_pooled_lam50_s0
SCVI	0	pooled	150	10	0	sim2	nl	sim2_XZ_nl_uncond_pooled_lam150_s0
SCVI	0	barycenter	5	10	0	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam5_s0
SCVI	0	barycenter	20	10	0	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam20_s0
SCVI	0	barycenter	50	10	0	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam50_s0
SCVI	0	barycenter	150	10	0	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam150_s0
SCVI	0	discriminator	5	1	1	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam5_s1
SCVI	0	discriminator	20	1	1	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam20_s1
SCVI	0	discriminator	50	1	1	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam50_s1
SCVI	0	discriminator	150	1	1	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam150_s1
SCVI	0	reference	5	10	1	sim2	nl	sim2_XZ_nl_uncond_reference_lam5_s1
SCVI	0	reference	20	10	1	sim2	nl	sim2_XZ_nl_uncond_reference_lam20_s1
SCVI	0	reference	50	10	1	sim2	nl	sim2_XZ_nl_uncond_reference_lam50_s1
SCVI	0	reference	150	10	1	sim2	nl	sim2_XZ_nl_uncond_reference_lam150_s1
SCVI	0	pooled	5	10	1	sim2	nl	sim2_XZ_nl_uncond_pooled_lam5_s1
SCVI	0	pooled	20	10	1	sim2	nl	sim2_XZ_nl_uncond_pooled_lam20_s1
SCVI	0	pooled	50	10	1	sim2	nl	sim2_XZ_nl_uncond_pooled_lam50_s1
SCVI	0	pooled	150	10	1	sim2	nl	sim2_XZ_nl_uncond_pooled_lam150_s1
SCVI	0	barycenter	5	10	1	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam5_s1
SCVI	0	barycenter	20	10	1	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam20_s1
SCVI	0	barycenter	50	10	1	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam50_s1
SCVI	0	barycenter	150	10	1	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam150_s1
SCVI	0	discriminator	5	1	2	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam5_s2
SCVI	0	discriminator	20	1	2	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam20_s2
SCVI	0	discriminator	50	1	2	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam50_s2
SCVI	0	discriminator	150	1	2	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam150_s2
SCVI	0	reference	5	10	2	sim2	nl	sim2_XZ_nl_uncond_reference_lam5_s2
SCVI	0	reference	20	10	2	sim2	nl	sim2_XZ_nl_uncond_reference_lam20_s2
SCVI	0	reference	50	10	2	sim2	nl	sim2_XZ_nl_uncond_reference_lam50_s2
SCVI	0	reference	150	10	2	sim2	nl	sim2_XZ_nl_uncond_reference_lam150_s2
SCVI	0	pooled	5	10	2	sim2	nl	sim2_XZ_nl_uncond_pooled_lam5_s2
SCVI	0	pooled	20	10	2	sim2	nl	sim2_XZ_nl_uncond_pooled_lam20_s2
SCVI	0	pooled	50	10	2	sim2	nl	sim2_XZ_nl_uncond_pooled_lam50_s2
SCVI	0	pooled	150	10	2	sim2	nl	sim2_XZ_nl_uncond_pooled_lam150_s2
SCVI	0	barycenter	5	10	2	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam5_s2
SCVI	0	barycenter	20	10	2	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam20_s2
SCVI	0	barycenter	50	10	2	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam50_s2
SCVI	0	barycenter	150	10	2	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam150_s2
SCVI	0	discriminator	5	1	3	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam5_s3
SCVI	0	discriminator	20	1	3	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam20_s3
SCVI	0	discriminator	50	1	3	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam50_s3
SCVI	0	discriminator	150	1	3	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam150_s3
SCVI	0	reference	5	10	3	sim2	nl	sim2_XZ_nl_uncond_reference_lam5_s3
SCVI	0	reference	20	10	3	sim2	nl	sim2_XZ_nl_uncond_reference_lam20_s3
SCVI	0	reference	50	10	3	sim2	nl	sim2_XZ_nl_uncond_reference_lam50_s3
SCVI	0	reference	150	10	3	sim2	nl	sim2_XZ_nl_uncond_reference_lam150_s3
SCVI	0	pooled	5	10	3	sim2	nl	sim2_XZ_nl_uncond_pooled_lam5_s3
SCVI	0	pooled	20	10	3	sim2	nl	sim2_XZ_nl_uncond_pooled_lam20_s3
SCVI	0	pooled	50	10	3	sim2	nl	sim2_XZ_nl_uncond_pooled_lam50_s3
SCVI	0	pooled	150	10	3	sim2	nl	sim2_XZ_nl_uncond_pooled_lam150_s3
SCVI	0	barycenter	5	10	3	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam5_s3
SCVI	0	barycenter	20	10	3	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam20_s3
SCVI	0	barycenter	50	10	3	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam50_s3
SCVI	0	barycenter	150	10	3	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam150_s3
SCVI	0	discriminator	5	1	4	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam5_s4
SCVI	0	discriminator	20	1	4	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam20_s4
SCVI	0	discriminator	50	1	4	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam50_s4
SCVI	0	discriminator	150	1	4	sim2	nl	sim2_XZ_nl_uncond_discriminator_lam150_s4
SCVI	0	reference	5	10	4	sim2	nl	sim2_XZ_nl_uncond_reference_lam5_s4
SCVI	0	reference	20	10	4	sim2	nl	sim2_XZ_nl_uncond_reference_lam20_s4
SCVI	0	reference	50	10	4	sim2	nl	sim2_XZ_nl_uncond_reference_lam50_s4
SCVI	0	reference	150	10	4	sim2	nl	sim2_XZ_nl_uncond_reference_lam150_s4
SCVI	0	pooled	5	10	4	sim2	nl	sim2_XZ_nl_uncond_pooled_lam5_s4
SCVI	0	pooled	20	10	4	sim2	nl	sim2_XZ_nl_uncond_pooled_lam20_s4
SCVI	0	pooled	50	10	4	sim2	nl	sim2_XZ_nl_uncond_pooled_lam50_s4
SCVI	0	pooled	150	10	4	sim2	nl	sim2_XZ_nl_uncond_pooled_lam150_s4
SCVI	0	barycenter	5	10	4	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam5_s4
SCVI	0	barycenter	20	10	4	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam20_s4
SCVI	0	barycenter	50	10	4	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam50_s4
SCVI	0	barycenter	150	10	4	sim2	nl	sim2_XZ_nl_uncond_barycenter_lam150_s4
LinearSCVI	0	discriminator	5	1	0	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam5_s0
LinearSCVI	0	discriminator	20	1	0	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam20_s0
LinearSCVI	0	discriminator	50	1	0	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam50_s0
LinearSCVI	0	discriminator	150	1	0	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam150_s0
LinearSCVI	0	reference	5	10	0	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam5_s0
LinearSCVI	0	reference	20	10	0	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam20_s0
LinearSCVI	0	reference	50	10	0	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam50_s0
LinearSCVI	0	reference	150	10	0	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam150_s0
LinearSCVI	0	pooled	5	10	0	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam5_s0
LinearSCVI	0	pooled	20	10	0	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam20_s0
LinearSCVI	0	pooled	50	10	0	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam50_s0
LinearSCVI	0	pooled	150	10	0	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam150_s0
LinearSCVI	0	barycenter	5	10	0	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam5_s0
LinearSCVI	0	barycenter	20	10	0	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam20_s0
LinearSCVI	0	barycenter	50	10	0	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam50_s0
LinearSCVI	0	barycenter	150	10	0	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam150_s0
LinearSCVI	0	discriminator	5	1	1	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam5_s1
LinearSCVI	0	discriminator	20	1	1	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam20_s1
LinearSCVI	0	discriminator	50	1	1	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam50_s1
LinearSCVI	0	discriminator	150	1	1	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam150_s1
LinearSCVI	0	reference	5	10	1	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam5_s1
LinearSCVI	0	reference	20	10	1	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam20_s1
LinearSCVI	0	reference	50	10	1	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam50_s1
LinearSCVI	0	reference	150	10	1	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam150_s1
LinearSCVI	0	pooled	5	10	1	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam5_s1
LinearSCVI	0	pooled	20	10	1	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam20_s1
LinearSCVI	0	pooled	50	10	1	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam50_s1
LinearSCVI	0	pooled	150	10	1	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam150_s1
LinearSCVI	0	barycenter	5	10	1	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam5_s1
LinearSCVI	0	barycenter	20	10	1	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam20_s1
LinearSCVI	0	barycenter	50	10	1	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam50_s1
LinearSCVI	0	barycenter	150	10	1	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam150_s1
LinearSCVI	0	discriminator	5	1	2	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam5_s2
LinearSCVI	0	discriminator	20	1	2	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam20_s2
LinearSCVI	0	discriminator	50	1	2	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam50_s2
LinearSCVI	0	discriminator	150	1	2	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam150_s2
LinearSCVI	0	reference	5	10	2	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam5_s2
LinearSCVI	0	reference	20	10	2	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam20_s2
LinearSCVI	0	reference	50	10	2	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam50_s2
LinearSCVI	0	reference	150	10	2	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam150_s2
LinearSCVI	0	pooled	5	10	2	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam5_s2
LinearSCVI	0	pooled	20	10	2	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam20_s2
LinearSCVI	0	pooled	50	10	2	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam50_s2
LinearSCVI	0	pooled	150	10	2	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam150_s2
LinearSCVI	0	barycenter	5	10	2	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam5_s2
LinearSCVI	0	barycenter	20	10	2	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam20_s2
LinearSCVI	0	barycenter	50	10	2	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam50_s2
LinearSCVI	0	barycenter	150	10	2	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam150_s2
LinearSCVI	0	discriminator	5	1	3	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam5_s3
LinearSCVI	0	discriminator	20	1	3	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam20_s3
LinearSCVI	0	discriminator	50	1	3	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam50_s3
LinearSCVI	0	discriminator	150	1	3	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam150_s3
LinearSCVI	0	reference	5	10	3	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam5_s3
LinearSCVI	0	reference	20	10	3	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam20_s3
LinearSCVI	0	reference	50	10	3	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam50_s3
LinearSCVI	0	reference	150	10	3	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam150_s3
LinearSCVI	0	pooled	5	10	3	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam5_s3
LinearSCVI	0	pooled	20	10	3	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam20_s3
LinearSCVI	0	pooled	50	10	3	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam50_s3
LinearSCVI	0	pooled	150	10	3	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam150_s3
LinearSCVI	0	barycenter	5	10	3	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam5_s3
LinearSCVI	0	barycenter	20	10	3	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam20_s3
LinearSCVI	0	barycenter	50	10	3	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam50_s3
LinearSCVI	0	barycenter	150	10	3	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam150_s3
LinearSCVI	0	discriminator	5	1	4	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam5_s4
LinearSCVI	0	discriminator	20	1	4	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam20_s4
LinearSCVI	0	discriminator	50	1	4	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam50_s4
LinearSCVI	0	discriminator	150	1	4	atac_small	lin	atac_small_XZ_lin_uncond_discriminator_lam150_s4
LinearSCVI	0	reference	5	10	4	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam5_s4
LinearSCVI	0	reference	20	10	4	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam20_s4
LinearSCVI	0	reference	50	10	4	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam50_s4
LinearSCVI	0	reference	150	10	4	atac_small	lin	atac_small_XZ_lin_uncond_reference_lam150_s4
LinearSCVI	0	pooled	5	10	4	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam5_s4
LinearSCVI	0	pooled	20	10	4	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam20_s4
LinearSCVI	0	pooled	50	10	4	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam50_s4
LinearSCVI	0	pooled	150	10	4	atac_small	lin	atac_small_XZ_lin_uncond_pooled_lam150_s4
LinearSCVI	0	barycenter	5	10	4	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam5_s4
LinearSCVI	0	barycenter	20	10	4	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam20_s4
LinearSCVI	0	barycenter	50	10	4	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam50_s4
LinearSCVI	0	barycenter	150	10	4	atac_small	lin	atac_small_XZ_lin_uncond_barycenter_lam150_s4
SCVI	0	discriminator	5	1	0	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam5_s0
SCVI	0	discriminator	20	1	0	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam20_s0
SCVI	0	discriminator	50	1	0	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam50_s0
SCVI	0	discriminator	150	1	0	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam150_s0
SCVI	0	reference	5	10	0	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam5_s0
SCVI	0	reference	20	10	0	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam20_s0
SCVI	0	reference	50	10	0	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam50_s0
SCVI	0	reference	150	10	0	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam150_s0
SCVI	0	pooled	5	10	0	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam5_s0
SCVI	0	pooled	20	10	0	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam20_s0
SCVI	0	pooled	50	10	0	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam50_s0
SCVI	0	pooled	150	10	0	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam150_s0
SCVI	0	barycenter	5	10	0	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam5_s0
SCVI	0	barycenter	20	10	0	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam20_s0
SCVI	0	barycenter	50	10	0	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam50_s0
SCVI	0	barycenter	150	10	0	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam150_s0
SCVI	0	discriminator	5	1	1	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam5_s1
SCVI	0	discriminator	20	1	1	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam20_s1
SCVI	0	discriminator	50	1	1	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam50_s1
SCVI	0	discriminator	150	1	1	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam150_s1
SCVI	0	reference	5	10	1	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam5_s1
SCVI	0	reference	20	10	1	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam20_s1
SCVI	0	reference	50	10	1	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam50_s1
SCVI	0	reference	150	10	1	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam150_s1
SCVI	0	pooled	5	10	1	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam5_s1
SCVI	0	pooled	20	10	1	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam20_s1
SCVI	0	pooled	50	10	1	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam50_s1
SCVI	0	pooled	150	10	1	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam150_s1
SCVI	0	barycenter	5	10	1	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam5_s1
SCVI	0	barycenter	20	10	1	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam20_s1
SCVI	0	barycenter	50	10	1	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam50_s1
SCVI	0	barycenter	150	10	1	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam150_s1
SCVI	0	discriminator	5	1	2	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam5_s2
SCVI	0	discriminator	20	1	2	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam20_s2
SCVI	0	discriminator	50	1	2	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam50_s2
SCVI	0	discriminator	150	1	2	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam150_s2
SCVI	0	reference	5	10	2	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam5_s2
SCVI	0	reference	20	10	2	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam20_s2
SCVI	0	reference	50	10	2	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam50_s2
SCVI	0	reference	150	10	2	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam150_s2
SCVI	0	pooled	5	10	2	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam5_s2
SCVI	0	pooled	20	10	2	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam20_s2
SCVI	0	pooled	50	10	2	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam50_s2
SCVI	0	pooled	150	10	2	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam150_s2
SCVI	0	barycenter	5	10	2	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam5_s2
SCVI	0	barycenter	20	10	2	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam20_s2
SCVI	0	barycenter	50	10	2	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam50_s2
SCVI	0	barycenter	150	10	2	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam150_s2
SCVI	0	discriminator	5	1	3	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam5_s3
SCVI	0	discriminator	20	1	3	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam20_s3
SCVI	0	discriminator	50	1	3	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam50_s3
SCVI	0	discriminator	150	1	3	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam150_s3
SCVI	0	reference	5	10	3	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam5_s3
SCVI	0	reference	20	10	3	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam20_s3
SCVI	0	reference	50	10	3	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam50_s3
SCVI	0	reference	150	10	3	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam150_s3
SCVI	0	pooled	5	10	3	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam5_s3
SCVI	0	pooled	20	10	3	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam20_s3
SCVI	0	pooled	50	10	3	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam50_s3
SCVI	0	pooled	150	10	3	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam150_s3
SCVI	0	barycenter	5	10	3	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam5_s3
SCVI	0	barycenter	20	10	3	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam20_s3
SCVI	0	barycenter	50	10	3	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam50_s3
SCVI	0	barycenter	150	10	3	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam150_s3
SCVI	0	discriminator	5	1	4	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam5_s4
SCVI	0	discriminator	20	1	4	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam20_s4
SCVI	0	discriminator	50	1	4	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam50_s4
SCVI	0	discriminator	150	1	4	atac_small	nl	atac_small_XZ_nl_uncond_discriminator_lam150_s4
SCVI	0	reference	5	10	4	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam5_s4
SCVI	0	reference	20	10	4	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam20_s4
SCVI	0	reference	50	10	4	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam50_s4
SCVI	0	reference	150	10	4	atac_small	nl	atac_small_XZ_nl_uncond_reference_lam150_s4
SCVI	0	pooled	5	10	4	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam5_s4
SCVI	0	pooled	20	10	4	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam20_s4
SCVI	0	pooled	50	10	4	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam50_s4
SCVI	0	pooled	150	10	4	atac_small	nl	atac_small_XZ_nl_uncond_pooled_lam150_s4
SCVI	0	barycenter	5	10	4	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam5_s4
SCVI	0	barycenter	20	10	4	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam20_s4
SCVI	0	barycenter	50	10	4	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam50_s4
SCVI	0	barycenter	150	10	4	atac_small	nl	atac_small_XZ_nl_uncond_barycenter_lam150_s4
LinearSCVI	0	discriminator	5	1	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_discriminator_lam5_s0
LinearSCVI	0	discriminator	20	1	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_discriminator_lam20_s0
LinearSCVI	0	discriminator	50	1	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_discriminator_lam50_s0
LinearSCVI	0	discriminator	150	1	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_discriminator_lam150_s0
LinearSCVI	0	reference	5	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_reference_lam5_s0
LinearSCVI	0	reference	20	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_reference_lam20_s0
LinearSCVI	0	reference	50	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_reference_lam50_s0
LinearSCVI	0	reference	150	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_reference_lam150_s0
LinearSCVI	0	pooled	5	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_pooled_lam5_s0
LinearSCVI	0	pooled	20	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_pooled_lam20_s0
LinearSCVI	0	pooled	50	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_pooled_lam50_s0
LinearSCVI	0	pooled	150	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_pooled_lam150_s0
LinearSCVI	0	barycenter	5	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_barycenter_lam5_s0
LinearSCVI	0	barycenter	20	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_barycenter_lam20_s0
LinearSCVI	0	barycenter	50	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_barycenter_lam50_s0
LinearSCVI	0	barycenter	150	10	0	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_barycenter_lam150_s0
LinearSCVI	0	discriminator	5	1	1	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_discriminator_lam5_s1
LinearSCVI	0	discriminator	20	1	1	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_discriminator_lam20_s1
LinearSCVI	0	discriminator	50	1	1	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_discriminator_lam50_s1
LinearSCVI	0	discriminator	150	1	1	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_discriminator_lam150_s1
LinearSCVI	0	reference	5	10	1	immune_hum_mou	lin	immune_hum_mou_XZ_lin_uncond_reference_lam5_s1
